title,description,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film_noir,history,horror,music,musical,mystery,romance,sci_fi,short,sport,superhero,thriller,war,western,poster_path
Invincible,An adult animated series based on the Skybound/Image comic about a teenager whose father is the most powerful superhero on the planet.,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,./data/action/invincible.jpg
Invisible Stripes,An ex-con who wants to go straight has difficulties trying to reintegrate into society while on parole.,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/film_noir/invisible_stripes.jpg
Ip Man,"During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive.",1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,./data/biography/ip_man.jpg
Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,./data/action/iron_man.jpg
Iron Man 2,"With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,./data/superhero/iron_man_2.jpg
Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,./data/superhero/iron_man_3.jpg
Irreversible,Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in an underpass tunnel.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,./data/crime/irreversible.jpg
Island of Lost Souls,"A mad doctor conducts ghastly genetic experiments on a remote island in the South Seas, much to the fear and disgust of the shipwrecked sailor who finds himself trapped there.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,./data/film_noir/island_of_lost_souls.jpg
Island of the Sea Wolves,"Where the Pacific meets the wilderness of Canada lies a mysterious island. But peer a little deeper and we find something even more remarkable: a community full of charismatic animal residents, waiting to show you around.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/documentary/island_of_the_sea_wolves.jpg
Isle of Dogs,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/animation/isle_of_dogs.jpg
Isn't It Romantic,A young woman disenchanted with love mysteriously finds herself trapped inside a romantic comedy.,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,./data/musical/isn_t_it_romantic.jpg
It,"In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,./data/horror/it.jpg
It Chapter Two,"Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,./data/fantasy/it_chapter_two.jpg
It Follows,A young woman is followed by an unknown supernatural force after a sexual encounter.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,./data/horror/it_follows.jpg
It Follows 2 Slowly,"What if YOU caught a paranormal STD? In this parody of the film ""It Follows"", a modern woman gets ""IT"", and her and her friends must continue living despite this horribly contagious walker.",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,./data/short/it_follows_2_slowly.jpg
It's Always Sunny in Philadelphia,Five friends with big egos and small brains are the proprietors of an Irish pub in Philadelphia.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/comedy/it_s_always_sunny_in_philadelphia.jpg
It's Grinch Night,"A strange wind blows into Whoville, making all the inhabitants stay indoors. They know the wind means the Grinch will be in a foul mood and out to do harm. However, young Eukariah decides to confront the Grinch.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/short/it_s_grinch_night.jpg
It's a Sin,"A chronicle of four friends during a decade in which everything changed, including the rise of AIDS.",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,./data/history/it_s_a_sin.jpg
It's a Wonderful Life,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,./data/family/it_s_a_wonderful_life.jpg
"It's the Great Pumpkin, Charlie Brown",The Peanuts gang celebrates Halloween while Linus waits for the Great Pumpkin.,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/animation/it_s_the_great_pumpkin__charlie_brown.jpg
JFK,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,./data/history/jfk.jpg
Jackass: The Movie,Johnny Knoxville and his band of maniacs perform a variety of stunts and gross-out gags on the big screen for the first time.,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/documentary/jackass__the_movie.jpg
Jackie,"Following the assassination of President John F. Kennedy, First Lady Jacqueline Kennedy fights through grief and trauma to regain her faith, console her children, and define her husband's historic legacy.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/biography/jackie.jpg
Jail Bait,Vic Brady draws young Don Gregor into a life of crime. He then blackmails Gregor's plastic surgeon father into fixing up his face so he can evade the cops.,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/film_noir/jail_bait.jpg
James May: Our Man in...,"James May embarks on a remarkable journey across Japan, from its icy north to its balmy south. He'll see the sights, meet the locals, and eat the noodles in a bid to truly understand the Land of the Rising Sun.",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/documentary/james_may__our_man_in___.jpg
James Potter and the Heir of the Sword,"Our story opens 19 years later with Albus Severus Potter going to Hogwarts. Scorpius Malfoy, who like Albus is in the Slytherin section, is the same age as James Sirius in this adaptation. Jealous of the relationship between Scorpius and Albus, James is in a kind of conflict with Malfoy to be the best brother. In this case, the prophecy of King Arthur's Monster, which...",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/short/james_potter_and_the_heir_of_the_sword.jpg
James and the Giant Peach,"An orphan who lives with his two cruel aunts befriends anthropomorphic bugs who live inside a giant peach, and they embark on a journey to New York City.",0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,./data/animation/james_and_the_giant_peach.jpg
Jamestown,A drama about English settlers in America in 1617.,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,./data/history/jamestown.jpg
Jamie Johnson,"If you'd never seen him with a ball, you wouldn't look twice at 11-year-old Jamie Johnson, but blessed with incredible talent, he has the skills to live every school boy's dream - to be a professional footballer.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,./data/sport/jamie_johnson.jpg
Jane Got a Gun,A woman asks her ex-lover for help in order to save her outlaw husband from a gang out to kill him.,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,./data/western/jane_got_a_gun.jpg
Jarhead,"A psychological study of Marine's state of mind during the Gulf War. Told through the eyes of a U.S. Marine sniper who struggles to cope with boredom, a sense of isolation, and other issues back home.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,./data/biography/jarhead.jpg
Jason X,"Jason Voorhees is cryogenically frozen at the beginning of the 21st century, and is discovered in the 25th century and taken to space. He gets thawed, and begins stalking and killing the crew of the spaceship that's transporting him.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,./data/sci_fi/jason_x.jpg
Jason and the Argonauts,The legendary Greek hero leads a team of intrepid adventurers in a perilous quest for the legendary Golden Fleece.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/family/jason_and_the_argonauts.jpg
Jaws,"When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,./data/adventure/jaws.jpg
Jay and Silent Bob Reboot,Jay and Silent Bob inadvertently sign away their names and rights to the new Bluntman and Chronic movie. Now they head to Hollywood to stop the film from being made. Along the way Jay discovers that he is a father.,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,./data/superhero/jay_and_silent_bob_reboot.jpg
Jay and Silent Bob Strike Back,"The comic ""Bluntman and Chronic"" is based on real-life stoners Jay and Silent Bob, so when they get no profit from a big-screen adaptation, they set out to wreck the movie.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,./data/superhero/jay_and_silent_bob_strike_back.jpg
Jeanne du Barry,The life of Jeanne Bécu who was born as the illegitimate daughter of an impoverished seamstress in 1743 and went on to rise through the Court of Louis XV to become his last official mistress.,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,./data/history/jeanne_du_barry.jpg
Jeepers Creepers,A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is in the midst of its ritualistic eating spree.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,./data/horror/jeepers_creepers.jpg
Jeepers Creepers: Reborn,"Forced to travel with her boyfriend, Laine begins to experience premonitions associated with the urban myth of The Creeper. She believes that something supernatural has been summoned - and that she is at the center of it all.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,./data/horror/jeepers_creepers__reborn.jpg
Jeepers Creepers: Then and Now,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/documentary/jeepers_creepers__then_and_now.jpg
Jennifer's Body,A newly-possessed high-school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,./data/comedy/jennifer_s_body.jpg
Jeopardy,A family vacationing on the coast of Mexico have to cope with multiple threats to their safety.,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/film_noir/jeopardy.jpg
Jeremiah Johnson,A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by the Crow tribe and proves to be a match for their warriors in single combat on the early frontier.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,./data/western/jeremiah_johnson.jpg
Jerry Maguire,"When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,./data/sport/jerry_maguire.jpg
Jerry and Marge Go Large,"Based on the true story about long-married couple Jerry and Marge Selbee, who win the lottery and use the money to revive their small town.",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/biography/jerry_and_marge_go_large.jpg
Jersey,A cricketer who quits cricket decides to revive his career at the age of 36 for his sons dream and prove his ability.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,./data/sport/jersey.jpg
Jessica Jones,"Following the tragic end of her brief superhero career, Jessica Jones tries to rebuild her life as a private investigator, dealing with cases involving people with remarkable abilities in New York City.",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,./data/sci_fi/jessica_jones.jpg
Jessie,A Texan teen moves to New York City to follow her dreams and ends up as a nanny for a high-profile couple's four children.,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/family/jessie.jpg
Jesus Christ Superstar,"Film version of the musical stage play, presenting the last few weeks of Christ's life told in an anachronistic manner.",0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,./data/musical/jesus_christ_superstar.jpg
Jexi,"Phil makes top 10 pop lists at work. His only ""friend"" is cellphone Siri. His new phone includes AI helper Jexi, who improves/controls his social life.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,./data/romance/jexi.jpg
Jihad Rehab,"Guantanamo detainees are released into a year long program of de-radicalization in Saudi Arabia, with the eventual goal of finding jobs and starting families.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/documentary/jihad_rehab.jpg
Jingle All the Way,"A father vows to get his son a Turbo Man action figure for Christmas. However, every store is sold out, and he must travel all over town and compete with everybody else in order to find one.",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,./data/superhero/jingle_all_the_way.jpg
JoJo's Bizarre Adventure,"The story of the Joestar family, who are possessed with intense psychic strength, and the adventures each member encounters throughout their lives.",1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,./data/adventure/jojo_s_bizarre_adventure.jpg
Joe Kidd,An ex-bounty hunter reluctantly helps a wealthy landowner and his henchmen track down a Mexican revolutionary leader.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,./data/western/joe_kidd.jpg
Joe Pickett,Follows a game warden and his family during a changing political and socioeconomic climate in a small rural town.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,./data/western/joe_pickett.jpg
Jogi,"Amid tension in 1980s India, three friends of different faiths unite in a noble yet dangerous effort to save hundreds in their town.",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,./data/history/jogi.jpg
John Adams,"The life of one of the USA's Founding Fathers, its second President, and his role in the nation's first 50 years.",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,./data/biography/john_adams.jpg
John Wayne Gacy: Devil in Disguise,"The chilling story of one of the world's most notorious serial killers told through the words of Gacy himself, those who were forever changed by his unspeakable deeds and those who believe that the full truth remains concealed to this day.",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/biography/john_wayne_gacy__devil_in_disguise.jpg
John Wick,An ex-hit-man comes out of retirement to track down the gangsters that killed his dog and took his car.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,./data/action/john_wick.jpg
John Wick: Chapter 4,"John Wick (Keanu Reeves) takes on his most lethal adversaries yet in the upcoming fourth installment of the series. With the price on his head ever increasing, Wick takes his fight against the High Table global as he seeks out the most powerful players in the underworld, from New York to Paris to Osaka to Berlin. Lionsgate presents, a Thunder Road Films / 87eleven pro...",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,./data/action/john_wick__chapter_4.jpg
John Wick: Don't F*#% with John Wick,Keanu Reeves talks with the director and an interviewer about John Wick.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/documentary/john_wick__don_t_f____with_john_wick.jpg
Johnny Bravo,The misadventures of a dumb blond egomaniac who is deluded about his own manliness.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/short/johnny_bravo.jpg
Jojo Rabbit,A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,./data/comedy/jojo_rabbit.jpg
Joker,A mentally troubled stand-up comedian embarks on a downward spiral that leads to the creation of an iconic villain.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,./data/crime/joker.jpg
Joker: Folie à Deux,Plot unknown. Sequel to the 2019 film 'Joker.',1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,./data/action/joker__folie_à_deux.jpg
Jonah Hex,"The U.S. military makes a scarred bounty hunter with warrants on his own head an offer he cannot refuse: in exchange for his freedom, he must stop a terrorist who is ready to unleash Hell on Earth.",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,./data/superhero/jonah_hex.jpg
Josie and the Pussycats,A girl group find themselves in the middle of a conspiracy to deliver subliminal messages through popular music.,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,./data/music/josie_and_the_pussycats.jpg
Joy,"Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/biography/joy.jpg
Judas and the Black Messiah,"Offered a plea deal by the FBI, William O'Neal infiltrates the Illinois chapter of the Black Panther Party to gather intelligence on Chairman Fred Hampton.",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,./data/biography/judas_and_the_black_messiah.jpg
Judge Dredd,"In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,./data/superhero/judge_dredd.jpg
Judge Judy,"Judge Judy Sheindlin , a former judge from New York, tackles actual, small claims cases with her no-nonsense attitude in which damages of no more than $5,000 can be awarded.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/short/judge_judy.jpg
Judgment at Nuremberg,"In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,./data/war/judgment_at_nuremberg.jpg
Judy Justice,"Judge Judy Sheindlin presides over a new array of cases, litigants and judgments.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/short/judy_justice.jpg
Jujutsu Kaisen,A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/action/jujutsu_kaisen.jpg
Jujutsu Kaisen 0: The Movie,"Yuta Okkotsu, a high schooler who gains control of an extremely powerful Cursed Spirit and gets enrolled in the Tokyo Prefectural Jujutsu High School by Jujutsu Sorcerers to help him control his power and keep an eye on him.",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/animation/jujutsu_kaisen_0__the_movie.jpg
Julia,"Inspired by Julia Child's extraordinary life and her show The French Chef, which essentially invented food television.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/biography/julia.jpg
Julie and the Phantoms,"Julie is a teenage girl who finds her passion for music and life with the help of a high -concept band of teen boys (The Phantoms) who have been dead for 25 years. Julie, in turn, helps them become the band they were never able to be.",0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,./data/musical/julie_and_the_phantoms.jpg
"Juliet, Naked","Annie (the long-suffering girlfriend of Duncan) has an unlikely transatlantic romance with once revered, now faded, singer-songwriter, Tucker Crowe, who also happens to be the subject of Duncan's musical obsession.",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,./data/music/juliet__naked.jpg
Jumanji,"When two kids find and play a magical board game, they release a man trapped in it for decades - and a host of dangers that can only be stopped by finishing the game.",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/family/jumanji.jpg
Jumanji: Welcome to the Jungle,"Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.",1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/adventure/jumanji__welcome_to_the_jungle.jpg
Jumper,A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,./data/superhero/jumper.jpg
Jungle,"A group of friends join a guide for a trek into the Bolivian jungle, searching for an Indian village. The men soon realize that the jungle is a difficult place to be.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/biography/jungle.jpg
Jungle Cruise,Based on Disneyland's theme park ride where a small riverboat takes a group of travelers through a jungle filled with dangerous animals and reptiles but with a supernatural element.,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/fantasy/jungle_cruise.jpg
Jurassic Park,A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,./data/action/jurassic_park.jpg
Jurassic World,"A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,./data/adventure/jurassic_world.jpg
Jurassic World Dominion,"Four years after the destruction of Isla Nublar, Biosyn operatives attempt to track down Maisie Lockwood, while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,./data/action/jurassic_world_dominion.jpg
Jurassic World: Camp Cretaceous,Six teens attending an adventure camp on the opposite side of Isla Nublar must band together to survive when dinosaurs wreak havoc on the island.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/animation/jurassic_world__camp_cretaceous.jpg
Just Go with It,"On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,./data/romance/just_go_with_it.jpg
Just Mercy,World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/biography/just_mercy.jpg
Justice League,"Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his new-found ally, Diana Prince, to face an even greater enemy.",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,./data/fantasy/justice_league.jpg
Justice Society: World War II,"The Justice Society of America, a group of heroes aiding the allies in World War 2, acquire an ally from the future who sends them on an adventure that changes history.",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,./data/superhero/justice_society__world_war_ii.jpg
Justified,"U.S. Marshal Raylan Givens is reassigned from Miami to his childhood home in the poor, rural coal mining towns of eastern Kentucky.",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,./data/action/justified.jpg
K-19: The Widowmaker,"When Russia's first nuclear submarine malfunctions on its maiden voyage, the crew must race to save the ship and prevent a nuclear disaster.",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,./data/history/k_19__the_widowmaker.jpg
Kabhi Khushi Kabhie Gham...,"After marrying a poor woman, rich Rahul is disowned by his father and moves to London to build a new life. Years later, his now-grown younger brother Rohan embarks on a mission to bring Rahul back home and reunite the family.",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,./data/musical/kabhi_khushi_kabhie_gham___.jpg
Kaguya-sama: Love is War,The proudly privileged top two students of an elite school each makes it their mission to be the first to extract a confession of love from the other.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,./data/animation/kaguya_sama__love_is_war.jpg
Kal Ho Naa Ho,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.",0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,./data/musical/kal_ho_naa_ho.jpg
Kansas City Confidential,An ex-con trying to go straight is framed for a million dollar armored car robbery and must go to Mexico in order to unmask the real culprits.,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/film_noir/kansas_city_confidential.jpg
Kantara,It involves culture of Kambla and Bhootha Kola. A human and nature conflict where Shiva is the rebellion who works against nature. A loop leads to war between villagers and evil forces. Will he able to replace peace in the village?,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,./data/action/kantara.jpg
Karen Pirie,DS Karen Pirie reopens the case of a murdered barmaid. Her investigation unearths flaws in the original 1996 inquiry.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,./data/crime/karen_pirie.jpg
Karthikeya 2,"A sequel to mystic thriller Karthikeya (2014), which deals with the personal problems of Karthik and how he comes out of them. His pursuit of the truth leads him to find out the power of Indian ancient system and Tatva of Lord Sri Krishna.",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,./data/mystery/karthikeya_2.jpg
Keep Sweet: Pray and Obey,Examines the rise of Warren Jeffs in the Fundamentalist Church of Jesus Christ of Latter-Day Saints and his shocking criminal case.,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/documentary/keep_sweet__pray_and_obey.jpg
Keep This Between Us,Follow's one woman's journey as she reexamines her past relationship with a trusted teacher.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/documentary/keep_this_between_us.jpg
Keeper of the Ashes: The Oklahoma Girl Scout Murders,"Award-winning actress and singer Kristin Chenoweth returns to her hometown to investigate Oklahoma's most infamous murders. Keeper of the Ashes is the true story of three young Oklahoma girls, found murdered after their first night at sleep-away camp. The tragedy, as well as the manhunt and trial of their suspected killer, captivated the nation in the summer of 1977. ...",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/documentary/keeper_of_the_ashes__the_oklahoma_girl_scout_murders.jpg
Kelly's Heroes,A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure.,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,./data/war/kelly_s_heroes.jpg
