title,description,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film_noir,history,horror,music,musical,mystery,romance,sci_fi,short,sport,superhero,thriller,war,western,poster_path,descr_action,descr_adventure,descr_animation,descr_biography,descr_comedy,descr_crime,descr_documentary,descr_drama,descr_family,descr_fantasy,descr_film_noir,descr_history,descr_horror,descr_music,descr_musical,descr_mystery,descr_romance,descr_sci_fi,descr_short,descr_sport,descr_superhero,descr_thriller,descr_war,descr_western,label_action,label_adventure,label_animation,label_biography,label_comedy,label_crime,label_documentary,label_drama,label_family,label_fantasy,label_film_noir,label_history,label_horror,label_music,label_musical,label_mystery,label_romance,label_sci_fi,label_short,label_sport,label_superhero,label_thriller,label_war,label_western
The Munsters,"Reboot of ""The Munsters"", that followed a family of monsters who moves from Transylvania to an American suburb.",0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,./data/posters/comedy/the_munsters.jpg,-1.9237542,-1.9843038,-2.4185963,-4.0279617,-1.542169,-3.3082595,-1.954115,-1.3835992,-3.6838443,-1.8709118,-5.4040003,-3.4224641,-2.8381274,-6.040063,-5.715899,-3.0349522,-3.490996,-2.7115512,-0.37719315,-4.308898,-4.357269,-3.6334069,-5.368625,-4.0451384,-3.5273018,-3.837624,-3.9809153,-2.8055143,-1.7230065,-2.2524843,-0.5413483,-0.8941606,-3.6924815,-2.7278275,-3.1921887,-2.8249662,-0.86011976,-2.8854759,-4.693542,-1.758048,-2.48386,-2.7308238,-1.6087567,-4.4431453,-4.458297,-1.9372958,-3.9403229,-4.247023
Destined at Christmas,"Kim and Theo meet on Black Friday shopping and there is spark between them, but the couple gets separated due to panic. Both of them can't forget each other and try to search with little information. Can destiny bring back them together",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,./data/posters/romance/destined_at_christmas.jpg,-1.8280013,-2.3079996,-2.4168155,-3.2804916,-1.3252864,-3.0779464,-1.7209347,-0.8737674,-3.6419387,-2.5327418,-5.0303726,-3.4175708,-3.6634233,-5.917839,-5.63537,-3.437799,-3.191759,-2.875393,-0.24122155,-3.3115742,-4.3167605,-3.7233212,-5.28641,-4.046409,-3.5788271,-3.9215968,-4.115353,-2.699343,-1.8091178,-2.1993203,-0.521554,-0.7547203,-3.7648299,-2.7535045,-3.0426202,-2.7245023,-0.8752824,-2.93037,-4.749672,-1.6825608,-2.4242969,-2.7524855,-1.6679413,-4.3905544,-4.495574,-1.885785,-3.8742907,-4.252827
This Is Us,"A heartwarming and emotional story about a unique set of triplets, their struggles and their wonderful parents.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,./data/posters/comedy/this_is_us.jpg,-1.738245,-2.128876,-2.2714267,-3.1747804,-1.1589072,-3.6466222,-2.1984868,-0.40756366,-3.3018897,-2.257993,-5.2418404,-3.1279485,-3.7154582,-5.753588,-5.4274783,-3.6267915,-2.690083,-3.0454984,-0.48300686,-3.076741,-4.403427,-3.8686037,-4.9307857,-3.9455125,-3.4897132,-3.8784215,-4.068506,-2.7029524,-1.8156707,-2.1723819,-0.54130113,-0.7660253,-3.7682555,-2.7436037,-3.0578136,-2.7159371,-0.855039,-2.9694402,-4.7648664,-1.671922,-2.480865,-2.7043695,-1.6717054,-4.3797693,-4.4483223,-1.8561945,-3.854791,-4.219004
Doraemon,Doraemon is a robotic cat that comes from the 22nd century. He comes to 20th century and stays with Nobi Family. The Nobis love Doraemon very much. So Doraemon always help the Nobis with the devices from 22nd century.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/posters/short/doraemon.jpg,-1.9386904,-1.5626566,-1.5318128,-3.9336789,-1.0995929,-3.7266467,-1.7333964,-2.065751,-3.3760672,-2.5387065,-5.8247294,-3.8403535,-3.4196084,-5.747449,-5.4412885,-3.718153,-3.7233381,-2.50906,0.151177,-3.6548097,-4.128719,-3.9781222,-5.6117244,-4.134348,-3.4739041,-3.8747983,-4.088655,-2.69285,-1.8533281,-2.1741164,-0.55113816,-0.7419999,-3.7782345,-2.7271533,-3.0228815,-2.6821487,-0.84367555,-3.0302975,-4.8009095,-1.6401343,-2.4783063,-2.6872878,-1.6856881,-4.381272,-4.430301,-1.8292946,-3.8284981,-4.226813
Sins of Our Mother,"When Lori Vallow's kids vanished, the search for them unearthed a trail of suspicious deaths, a new husband who shared her doomsday views - and murder.",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,./data/posters/documentary/sins_of_our_mother.jpg,-1.8993886,-2.3555222,-2.505266,-3.0791953,-1.517854,-2.5225787,-1.4462558,-0.7921691,-3.7665293,-2.3068466,-4.655941,-3.1231158,-3.0367508,-5.861961,-5.582499,-2.7889585,-3.2800252,-2.6755874,-0.2548426,-3.4346266,-4.1351366,-3.2609422,-4.9412236,-3.923816,-3.5333805,-3.9250817,-4.0999103,-2.7239268,-1.8477238,-2.1120625,-0.48189434,-0.80320776,-3.7871084,-2.7363448,-2.981607,-2.7034743,-0.7819087,-3.03492,-4.7941475,-1.6112084,-2.5202117,-2.7184105,-1.6703238,-4.410992,-4.4455566,-1.8034428,-3.8552828,-4.201403
Pure Nude Yoga: Zen Garden Goddess,"""Pure Nude Yoga - Zen Garden Goddess"" artfully explores the practice of yoga without the confinement of clothing. In Pure Nude Yoga, beautiful 26 year old Yogini Wenona gracefully moves through a series of nude poses in a serene verdant Zen Garden. Nude Yoga is easy to follow along, or simply relax and meditate on beautiful natural forms performed in a tranquil Zen Ga...",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/documentary/pure_nude_yoga__zen_garden_goddess.jpg,-2.8504572,-2.6580229,-2.3567634,-3.5810874,-1.7214395,-3.8114645,-0.44592872,-2.191798,-4.0240707,-3.0269096,-5.691908,-3.8226361,-3.3799431,-5.464069,-5.7396226,-4.025235,-4.0207777,-3.3263817,0.19539118,-3.475187,-4.8537574,-4.2010536,-5.920415,-4.5274944,-3.5278037,-3.9176993,-4.079687,-2.7905507,-1.802706,-2.1957536,-0.40174928,-0.8948168,-3.7781901,-2.766982,-3.1578965,-2.723176,-0.9306605,-2.979339,-4.770564,-1.7812142,-2.5552638,-2.7630453,-1.5957943,-4.376586,-4.4729114,-1.9628471,-3.892394,-4.268492
The Phantom of the Open,"Maurice Flitcroft, a dreamer and unrelenting optimist, manages to gain entry to the 1976 British Open Golf Championship qualification round despite being a complete novice.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,./data/posters/sport/the_phantom_of_the_open.jpg,-1.2543483,-1.8664876,-1.799805,-3.0538943,-0.8108409,-3.7330308,-2.3270645,-1.1583441,-2.7977157,-3.3736436,-5.6109605,-3.794331,-4.53617,-5.8510485,-5.8958335,-4.3643723,-3.7317753,-3.3428824,-1.3814338,0.52858406,-4.511772,-4.2811823,-5.339968,-3.9341462,-3.5213652,-3.8274481,-3.9586854,-2.8242548,-1.7105078,-2.2484424,-0.5362109,-0.91819966,-3.6798964,-2.71206,-3.187999,-2.846544,-0.8416919,-2.8816073,-4.6846757,-1.7526101,-2.4868252,-2.7181284,-1.5978411,-4.438524,-4.4426723,-1.926374,-3.9534485,-4.244851
Z-O-M-B-I-E-S 2,"The continuing adventures of Seabrook High students Addison and Zed, whose budding romance is threatened by the arrival of werewolves.",0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,./data/posters/musical/z_o_m_b_i_e_s_2.jpg,-2.2650788,-2.1180296,-1.8987381,-3.9801617,-0.39672822,-3.953731,-2.5566914,-1.5216681,-3.196985,-2.532815,-6.0471487,-3.8595953,-4.080911,-5.674978,-5.443164,-4.1400733,-3.2760162,-3.5287306,-0.20877932,-3.6932478,-4.6813,-4.543872,-5.5864673,-4.523799,-3.481041,-3.8702278,-4.07074,-2.700582,-1.85369,-2.2050045,-0.55423594,-0.73486716,-3.7714465,-2.7255688,-3.0843554,-2.6751065,-0.8505115,-3.0227127,-4.7813625,-1.6812689,-2.4819107,-2.7384617,-1.6748923,-4.3913374,-4.467646,-1.8735805,-3.8328586,-4.212051
Beetlejuice 2,"This is a follow-up to the comedy Beetlejuice (1988), about a ghost who's recruited to help haunt a house.",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,./data/posters/comedy/beetlejuice_2.jpg,-1.7613765,-2.0361962,-1.9995403,-3.3343165,-1.0439924,-3.0315132,-1.5774685,-1.2363224,-3.371744,-2.0041692,-5.031975,-3.1429725,-3.0927086,-5.5658607,-5.294828,-3.1372318,-3.1320531,-2.6938581,0.062281597,-3.3065445,-3.9272707,-3.5562046,-4.9948673,-4.1262813,-3.5069227,-3.837683,-3.9961715,-2.7989054,-1.7824241,-2.232932,-0.49466166,-0.8688714,-3.7291002,-2.648281,-3.0846496,-2.7452028,-0.7329453,-3.022182,-4.7565594,-1.6197966,-2.5143764,-2.6891782,-1.6090082,-4.4254427,-4.408413,-1.8371776,-3.8790126,-4.224462
The Good the Bad the Weird,The story of two outlaws and a bounty hunter in 1940s Manchuria and their rivalry to possess a treasure map while being pursued by the Japanese army and Chinese bandits.,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,./data/posters/western/the_good_the_bad_the_weird.jpg,0.44853178,-0.48531428,-2.309203,-3.451224,-1.9699804,-3.5452204,-3.395192,-0.5615058,-3.7094755,-2.3634279,-5.870426,-1.7660669,-4.3855214,-6.4101286,-5.84152,-4.119719,-3.0455287,-3.175452,-1.4903849,-3.985718,-3.9055667,-3.4984999,-3.3248882,-3.0071778,-3.5403495,-3.8323228,-3.9484925,-2.8435097,-1.6670035,-2.2519913,-0.50503016,-0.9723247,-3.6756377,-2.7356777,-3.2348695,-2.8806617,-0.8612832,-2.8663874,-4.6737127,-1.7975029,-2.5192935,-2.7531092,-1.5683606,-4.4406924,-4.4601517,-1.9712237,-3.983294,-4.221828
The Phenix City Story,A crime-busting lawyer and his initially reluctant attorney father take on the forces that run gambling and prostitution in their small Southern town.,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/film_noir/the_phenix_city_story.jpg,-1.9979851,-3.342146,-3.1829379,-2.9173846,-1.3108138,-1.1750011,-2.4900105,-0.33353227,-4.1930833,-3.5201828,-4.068516,-3.6302505,-3.9344566,-6.1682644,-5.924652,-3.0430808,-3.4096189,-3.7879193,-1.020952,-3.289714,-4.634324,-3.1951077,-5.547358,-3.7149591,-3.5360184,-3.8596003,-3.9888778,-2.8255064,-1.7359294,-2.2108958,-0.5632368,-0.8877479,-3.7174692,-2.736003,-3.1670442,-2.8548343,-0.85081035,-2.916752,-4.7214246,-1.7399945,-2.5016928,-2.7365494,-1.6299388,-4.460021,-4.4664445,-1.9158179,-3.9668825,-4.2536497
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/adventure/the_chronicles_of_narnia__the_lion__the_witch_and_the_wardrobe.jpg,-1.4336983,-1.54956,-1.9861499,-3.8009934,-1.4142942,-3.7938747,-2.2212944,-0.86757165,-3.1688344,-1.4471174,-5.517097,-3.2944174,-3.054024,-5.7211704,-5.3040104,-3.1689396,-2.9162724,-2.5289133,-0.275549,-3.8018165,-3.9812832,-3.665507,-4.835347,-4.3020945,-3.5160697,-3.7509334,-3.8329728,-2.9333742,-1.6735479,-2.297086,-0.43141082,-1.0988044,-3.5901365,-2.626263,-3.2940583,-2.8527162,-0.7718718,-2.8690503,-4.622638,-1.778675,-2.5592966,-2.7587464,-1.4739442,-4.459142,-4.4108224,-1.981906,-3.9681137,-4.2058234
Peaky Blinders,"A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/crime/peaky_blinders.jpg,-0.93004364,-2.4408813,-2.5510507,-2.8999448,-1.3018557,-1.6061141,-2.1059866,-0.71974224,-3.9731684,-2.6159415,-4.7912407,-3.0258656,-3.5761752,-6.0756836,-5.885305,-2.9370034,-3.4944718,-2.9692876,-0.60797846,-3.1077542,-3.7355697,-2.885915,-4.7396965,-4.1788893,-3.481124,-3.9104788,-4.140567,-2.645729,-1.8855113,-2.140061,-0.553249,-0.68725795,-3.8143625,-2.766632,-2.9888167,-2.6499217,-0.87210816,-3.0326033,-4.8159857,-1.6419425,-2.4700763,-2.7133548,-1.7155937,-4.3608303,-4.4590244,-1.8240966,-3.795778,-4.202246
Tank Girl,"A girl is among the few survivors of a dystopian Earth. Riding a war tank, she fights against the tyranny of a mega-corporation that dominates the remaining potable water supply of the planet.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,./data/posters/superhero/tank_girl.jpg,-1.4613513,-1.8014174,-2.0148087,-3.719263,-1.1754383,-3.9114666,-2.0515604,-1.1064047,-3.418324,-2.0671644,-5.64286,-3.4856963,-3.2728693,-5.9319196,-5.5916414,-3.522258,-3.2478566,-2.2435913,-0.19788687,-3.343356,-4.0401287,-3.746119,-4.9275312,-4.3724995,-3.4388244,-3.8776343,-4.0991755,-2.7432823,-1.8664818,-2.1607854,-0.54319215,-0.7895663,-3.8250806,-2.7657943,-3.0640426,-2.7074735,-0.862204,-3.114414,-4.8695393,-1.6733364,-2.580486,-2.6908343,-1.6826619,-4.388032,-4.440161,-1.8375847,-3.8395667,-4.2141867
Donnie Darko,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,./data/posters/mystery/donnie_darko.jpg,-1.7746739,-2.3837662,-2.5009866,-3.23263,-1.5047687,-2.3821063,-1.6560447,-0.79707205,-3.8097098,-2.3757882,-4.560671,-3.353787,-2.8757014,-5.959831,-5.674494,-2.588653,-3.3440454,-2.324829,-0.2912781,-3.3873389,-3.986178,-2.9729922,-4.9764314,-3.9456656,-3.4764776,-3.9117162,-4.125827,-2.6622877,-1.8596064,-2.1378224,-0.51117885,-0.7428474,-3.8093894,-2.7764156,-3.0223737,-2.668523,-0.88521165,-3.0156128,-4.8056564,-1.6711868,-2.5016844,-2.7026453,-1.6843724,-4.3539424,-4.4520607,-1.8455404,-3.820618,-4.2042522
The Son,A multi-generational epic telling of the story of America's birth as a superpower through the bloody rise and fall of one Texas oil empire.,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,./data/posters/history/the_son.jpg,-1.3037627,-1.6773632,-3.0366824,-3.0902603,-2.5828743,-3.4189465,-1.8222481,-1.0047077,-4.3867493,-3.3676023,-5.472471,-2.445304,-4.1806645,-6.54182,-6.2695003,-4.0512147,-3.8635283,-3.2084534,-1.3244679,-3.6777318,-4.8935795,-3.679553,-4.840304,-2.4228451,-3.5201705,-3.8364592,-3.9789705,-2.803396,-1.7298911,-2.2418284,-0.55000633,-0.8864598,-3.6931365,-2.7222743,-3.1787214,-2.8262708,-0.8539046,-2.8895571,-4.6961894,-1.746808,-2.485264,-2.720614,-1.6156939,-4.442551,-4.450444,-1.9251231,-3.9403212,-4.2500324
Prada Paradoxe,"Never The Same, Always Myself",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/posters/short/prada_paradoxe.jpg,-1.5157218,-2.1341813,-2.3138733,-3.0578432,-1.4805853,-2.7725334,-1.4554206,-0.9085047,-3.6414359,-2.2642648,-4.730462,-2.989015,-3.2245448,-5.6840563,-5.477433,-3.0562258,-3.231231,-2.4928439,-0.24956128,-3.1703875,-3.9347856,-3.2851853,-4.7724433,-3.9663053,-3.4675105,-3.8857527,-4.09638,-2.675206,-1.8482422,-2.159576,-0.51072305,-0.75009435,-3.7822325,-2.7353344,-3.0207505,-2.6605017,-0.8517404,-3.0158565,-4.788391,-1.647552,-2.4739263,-2.6811802,-1.6683786,-4.3581624,-4.4221087,-1.8296319,-3.8088648,-4.2102804
Alvin and the Chipmunks,Three musical chipmunks are discovered by an aspiring songwriter who wants to use their amazing singing abilities to become famous.,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,./data/posters/music/alvin_and_the_chipmunks.jpg,-2.4980383,-1.5069785,-1.6556643,-3.5814042,-1.0417289,-4.41767,-2.536641,-1.8952668,-2.9669254,-3.3889089,-7.0902987,-3.6574588,-4.856702,-2.3317668,-3.74288,-5.2924156,-4.072789,-5.00221,-1.6483346,-4.159835,-5.3973656,-5.384597,-6.117106,-4.252512,-3.5290313,-3.6849048,-3.8060935,-2.9482634,-1.6182634,-2.4341886,-0.529007,-1.0361491,-3.5664368,-2.6175122,-3.3860922,-2.8815062,-0.8405885,-2.8575828,-4.6254597,-1.8819889,-2.5191064,-2.7180028,-1.4638741,-4.446199,-4.435279,-2.0883322,-4.021543,-4.286311
Gunfighters,Gunfighter Brazos Kane takes a job on a ranch but he is unjustly accused of killing fellow cowhand Bob Tyrell and must clear himself by finding the real killer.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,./data/posters/western/gunfighters.jpg,-2.206515,-2.127604,-2.890324,-3.7223513,-1.5663036,-3.479278,-2.8286946,-1.1642514,-3.7101781,-3.487487,-4.9682493,-3.9389036,-3.7515001,-6.5049334,-5.9282537,-3.8509572,-3.1018946,-3.3801286,-1.0397185,-3.4699125,-5.1468625,-3.8099933,-5.4837613,-1.2557327,-3.4414396,-3.9785001,-4.2548995,-2.7017102,-1.9387347,-2.0859597,-0.62199247,-0.72419494,-3.9970336,-2.9551702,-3.1292963,-2.7429411,-1.0148467,-3.2562644,-5.0153065,-1.7624009,-2.7246408,-2.875058,-1.7966757,-4.4058867,-4.5879636,-1.9048208,-3.8804762,-4.0716147
"Sleep, My Love",Chronic sleepwalker Alison Courtland thinks that a mysterious man wearing horned-rimmed eye glasses is out to kill her but her husband blames her tired imagination.,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,./data/posters/film_noir/sleep__my_love.jpg,-2.2670963,-2.5220404,-2.5628822,-3.7582629,-1.0378526,-3.1863747,-2.182338,-1.0209422,-3.678017,-2.4665737,-4.850374,-4.0437493,-2.798698,-6.0639477,-5.7884326,-3.0658937,-3.2923687,-2.437154,-0.14946397,-3.3749971,-4.3458486,-3.3470893,-5.520104,-3.9572442,-3.6345043,-3.9802399,-4.1478252,-2.7173173,-1.8409213,-2.1515746,-0.5545468,-0.70025676,-3.8012624,-2.7436707,-2.9749942,-2.7530415,-0.81372535,-2.9622064,-4.780603,-1.6145083,-2.4104996,-2.7586043,-1.7194802,-4.4210835,-4.517221,-1.8219837,-3.9055421,-4.3097744
Mamma Mia! Here We Go Again,"Five years after the events of Mamma Mia! (2008), Sophie prepares for the grand reopening of the Hotel Bella Donna as she learns more about her mother's past.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,./data/posters/musical/mamma_mia__here_we_go_again.jpg,-2.005933,-2.2569234,-2.3133178,-3.418001,-0.92472947,-3.6387925,-2.1568112,-0.7951288,-3.3118587,-2.1212778,-5.27714,-3.355291,-3.4037623,-5.684004,-5.3702135,-3.4637372,-2.7883182,-2.974947,-0.1131319,-3.3786771,-4.3604345,-3.827396,-5.1138935,-4.160379,-3.709611,-3.9734852,-4.094991,-2.7448153,-1.6724285,-2.2649727,-0.4584131,-0.86358005,-3.731194,-2.8250937,-3.1931288,-2.8154104,-0.9769154,-2.7669742,-4.6538553,-1.8490301,-2.428514,-2.8603518,-1.5994245,-4.400343,-4.5828323,-2.0630693,-3.992624,-4.256986
Donnie Brasco,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/biography/donnie_brasco.jpg,-1.0647451,-2.5647001,-2.5421252,-2.951599,-1.3323625,-1.3668308,-1.9379219,-0.7579895,-4.0112033,-2.6591494,-4.460846,-2.999927,-3.5468388,-5.9710193,-5.7997875,-2.7815688,-3.5061715,-2.82933,-0.6293053,-3.2521658,-3.6479123,-2.8111274,-4.693642,-4.1285043,-3.476971,-3.9180565,-4.1208134,-2.6709185,-1.8426481,-2.1291218,-0.480754,-0.78124684,-3.8107214,-2.7949755,-3.0408883,-2.6782486,-0.90512985,-3.0122726,-4.804332,-1.6969222,-2.528282,-2.708899,-1.6633316,-4.343624,-4.4523244,-1.8686486,-3.8324962,-4.197696
Raised by Wolves,Androids are tasked with raising human children on a mysterious planet.,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,./data/posters/fantasy/raised_by_wolves.jpg,-2.1127512,-2.064383,-2.2875009,-3.716944,-1.3354033,-3.6583657,-1.6786308,-1.1445019,-3.6841857,-2.3352766,-5.4303694,-3.6178918,-2.8708053,-5.840533,-5.646376,-3.2498765,-3.5207944,-1.9805255,-0.17610961,-3.8078086,-4.244889,-3.5891192,-5.2477527,-4.2561207,-3.4424257,-3.875015,-4.0948353,-2.7859738,-1.9270291,-2.084333,-0.56006444,-0.80200285,-3.8421137,-2.6970015,-2.956574,-2.7288916,-0.6985134,-3.1909478,-4.894933,-1.5264143,-2.6164696,-2.695387,-1.7182251,-4.453275,-4.4005704,-1.7073663,-3.8593924,-4.1660795
Bullets or Ballots,"When a crusader against rackets is murdered, a grand jury battles the rackets by promoting McLaren to be in charge of the cleanup. He fires NYPD Detective Blake, who punches him and joins the racket.",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/film_noir/bullets_or_ballots.jpg,-1.1600673,-2.6844745,-2.8159728,-3.4593902,-1.2782844,-1.5760088,-2.8831317,-0.6264842,-4.021659,-3.0428057,-4.519838,-3.3767025,-3.8419135,-6.6268244,-6.0613117,-3.0867872,-3.4699314,-3.3575902,-0.8860324,-3.4927068,-4.2547374,-3.253755,-4.977919,-3.6191761,-3.5299876,-3.9642081,-4.169704,-2.6983473,-1.9070028,-2.0681348,-0.5619647,-0.7169977,-3.8712132,-2.8279276,-2.9904838,-2.7199054,-0.87327564,-3.0888655,-4.869544,-1.6434131,-2.5647273,-2.7829003,-1.7341123,-4.4146824,-4.5135207,-1.8152146,-3.8621292,-4.2152896
Locke & Key,"After their father is murdered under mysterious circumstances, the three Locke siblings and their mother move into their ancestral home, Keyhouse, which they discover is full of magical keys that may be connected to their father's death.",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,./data/posters/fantasy/locke___key.jpg,-1.8193848,-2.1316032,-2.5356803,-4.2254047,-1.5560507,-3.1988878,-2.580614,-0.81828606,-3.4219382,-1.0796272,-5.4286246,-3.9652853,-2.529287,-6.023562,-5.6622195,-2.447488,-3.230927,-2.6650877,-0.5658596,-4.3227863,-4.0500875,-3.3364875,-5.262901,-4.7920732,-3.4840512,-3.9069738,-4.129097,-2.6681647,-1.875754,-2.1352947,-0.55621886,-0.70372933,-3.8152394,-2.7594435,-3.0126107,-2.6644409,-0.8714219,-3.0426722,-4.8252096,-1.637999,-2.492566,-2.7132947,-1.7123536,-4.3798437,-4.4684467,-1.8269888,-3.8198285,-4.2228527
The Web,"An attorney acting as a body guard, apparently kills a man in defense of his employer's life, and later believes the victim was set up to be murdered.",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/film_noir/the_web.jpg,-1.566102,-2.6555576,-2.6560712,-3.538345,-1.1407391,-2.8005378,-2.3585918,-1.0225552,-3.9103677,-2.7372856,-4.8152733,-3.5245354,-3.3654473,-6.295968,-5.8436728,-3.3717108,-3.1352003,-3.1657717,-0.3268945,-3.3639514,-4.313106,-3.4442594,-5.0419536,-3.4477353,-3.530183,-3.8354952,-3.9777687,-2.812743,-1.7260805,-2.2444367,-0.5543943,-0.8857954,-3.6893892,-2.7123282,-3.1720116,-2.8358285,-0.8424573,-2.8877583,-4.6931043,-1.7350718,-2.471656,-2.717674,-1.6177148,-4.452319,-4.4506917,-1.9195901,-3.9456837,-4.261747
Reservoir Dogs,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,./data/posters/crime/reservoir_dogs.jpg,-0.8645584,-2.3882773,-2.4804242,-3.3603525,-1.4700433,-1.0029166,-2.3869865,-1.1353338,-4.0714846,-2.843698,-4.287247,-3.5017028,-3.5350595,-6.2272973,-5.855848,-2.7105742,-3.695369,-3.0385787,-0.8015803,-3.6592023,-3.6471972,-2.773089,-5.0391726,-3.88084,-3.3884466,-3.8589756,-4.0715585,-2.8099647,-1.8868083,-2.0539172,-0.49571577,-0.9009275,-3.8420944,-2.7629352,-2.997913,-2.7613308,-0.75124085,-3.2001333,-4.893019,-1.6091834,-2.7268903,-2.6917782,-1.677706,-4.405278,-4.384661,-1.7476499,-3.8702412,-4.1266694
James May: Our Man in...,"James May embarks on a remarkable journey across Japan, from its icy north to its balmy south. He'll see the sights, meet the locals, and eat the noodles in a bid to truly understand the Land of the Rising Sun.",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/documentary/james_may__our_man_in___.jpg,-2.1187031,-1.7983707,-1.8618238,-3.6193335,-1.39815,-3.795999,-1.0691211,-2.0137124,-3.5723112,-2.8805144,-5.5592775,-3.4062304,-3.612192,-5.6544394,-5.4788365,-4.000772,-3.7526195,-3.0129876,0.1041402,-3.4846706,-4.5728846,-4.0626783,-5.4714446,-3.8972633,-3.4443827,-3.8588722,-4.047902,-2.7206192,-1.8337363,-2.159993,-0.44220704,-0.8443622,-3.7612674,-2.7165375,-3.0392594,-2.6792493,-0.82406557,-3.0424545,-4.7946525,-1.6486564,-2.5147223,-2.663501,-1.629835,-4.347921,-4.394514,-1.8401018,-3.8166857,-4.162044
The Accidental Narco,A civilian businessman who has no choice but to cooperate with the secret operation of the National Intelligence Service to arrest the Korean drug lord who has taken control of Suriname in South America.,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/biography/the_accidental_narco.jpg,-1.4229867,-2.5147276,-2.9321692,-2.8745162,-1.6736368,-2.0971496,-1.8379037,-0.8098699,-4.2490797,-2.9982247,-4.746853,-3.0460281,-3.7132833,-6.084784,-5.9571185,-3.211574,-3.662211,-2.733096,-0.7456595,-3.434897,-4.153161,-3.1738935,-4.9546447,-3.9417522,-3.5204856,-3.8350952,-3.970778,-2.8203235,-1.7202505,-2.2362802,-0.527033,-0.91943413,-3.6908045,-2.72475,-3.1835063,-2.8381958,-0.8515308,-2.8926136,-4.693756,-1.7530663,-2.5005445,-2.7250538,-1.5975767,-4.4483423,-4.4443216,-1.9309255,-3.9491842,-4.24543
